Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Macao SAR, China",MAC,青春期生育率（每千名 15-19 岁女性生育数）,5.1294,4.7032,4.277,4.0908,3.9046,3.7184,3.5322,3.346,3.318,3.29,3.262,3.234,3.206,3.041,2.876,2.711,2.546,2.381
St. Martin (French part),MAF,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Morocco,MAR,青春期生育率（每千名 15-19 岁女性生育数）,35.5236,35.7578,35.992,35.3362,34.6804,34.0246,33.3688,32.713,32.894,33.075,33.256,33.437,33.618,33.1012,32.5844,32.0676,31.5508,31.034
Monaco,MCO,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Moldova,MDA,青春期生育率（每千名 15-19 岁女性生育数）,41.8018,36.3784,30.955,30.1968,29.4386,28.6804,27.9222,27.164,26.8846,26.6052,26.3258,26.0464,25.767,25.0966,24.4262,23.7558,23.0854,22.415
Madagascar,MDG,青春期生育率（每千名 15-19 岁女性生育数）,151.7314,150.6022,149.473,146.4332,143.3934,140.3536,137.3138,134.274,131.4256,128.5772,125.7288,122.8804,120.032,117.9436,115.8552,113.7668,111.6784,109.59
Maldives,MDV,青春期生育率（每千名 15-19 岁女性生育数）,31.0428,26.5614,22.08,20.731,19.382,18.033,16.684,15.335,14.4272,13.5194,12.6116,11.7038,10.796,10.1988,9.6016,9.0044,8.4072,7.81
Mexico,MEX,青春期生育率（每千名 15-19 岁女性生育数）,78.876,77.508,76.14,74.971,73.802,72.633,71.464,70.295,69.43,68.565,67.7,66.835,65.97,64.849,63.728,62.607,61.486,60.365
Marshall Islands,MHL,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,青春期生育率（每千名 15-19 岁女性生育数）,28.1426,25.9318,23.721,23.1162,22.5114,21.9066,21.3018,20.697,20.1614,19.6258,19.0902,18.5546,18.019,17.5598,17.1006,16.6414,16.1822,15.723
Mali,MLI,青春期生育率（每千名 15-19 岁女性生育数）,188.1362,187.1996,186.263,186.1042,185.9454,185.7866,185.6278,185.469,184.1562,182.8434,181.5306,180.2178,178.905,176.9494,174.9938,173.0382,171.0826,169.127
Malta,MLT,青春期生育率（每千名 15-19 岁女性生育数）,19.6294,20.0452,20.461,19.975,19.489,19.003,18.517,18.031,17.0822,16.1334,15.1846,14.2358,13.287,13.2054,13.1238,13.0422,12.9606,12.879
Myanmar,MMR,青春期生育率（每千名 15-19 岁女性生育数）,37.878,37.483,37.088,36.2962,35.5044,34.7126,33.9208,33.129,32.4684,31.8078,31.1472,30.4866,29.826,29.5626,29.2992,29.0358,28.7724,28.509
Montenegro,MNE,青春期生育率（每千名 15-19 岁女性生育数）,18.628,17.555,16.482,16.929,17.376,17.823,18.27,18.717,17.6396,16.5622,15.4848,14.4074,13.33,12.5266,11.7232,10.9198,10.1164,9.313
Mongolia,MNG,青春期生育率（每千名 15-19 岁女性生育数）,25.5016,23.5248,21.548,21.0794,20.6108,20.1422,19.6736,19.205,20.6802,22.1554,23.6306,25.1058,26.581,27.4634,28.3458,29.2282,30.1106,30.993
Northern Mariana Islands,MNP,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,青春期生育率（每千名 15-19 岁女性生育数）,183.1252,182.1646,181.204,179.1288,177.0536,174.9784,172.9032,170.828,168.4914,166.1548,163.8182,161.4816,159.145,157.0412,154.9374,152.8336,150.7298,148.626
Mauritania,MRT,青春期生育率（每千名 15-19 岁女性生育数）,96.4362,95.1196,93.803,92.2036,90.6042,89.0048,87.4054,85.806,84.4482,83.0904,81.7326,80.3748,79.017,77.4234,75.8298,74.2362,72.6426,71.049
Mauritius,MUS,青春期生育率（每千名 15-19 岁女性生育数）,36.4048,36.4434,36.482,36.1596,35.8372,35.5148,35.1924,34.87,33.5722,32.2744,30.9766,29.6788,28.381,27.8518,27.3226,26.7934,26.2642,25.735
Malawi,MWI,青春期生育率（每千名 15-19 岁女性生育数）,157.79,156.752,155.714,155.4768,155.2396,155.0024,154.7652,154.528,152.471,150.414,148.357,146.3,144.243,141.9286,139.6142,137.2998,134.9854,132.671
Malaysia,MYS,青春期生育率（每千名 15-19 岁女性生育数）,13.7106,13.3598,13.009,12.9564,12.9038,12.8512,12.7986,12.746,12.8266,12.9072,12.9878,13.0684,13.149,13.202,13.255,13.308,13.361,13.414
Namibia,NAM,青春期生育率（每千名 15-19 岁女性生育数）,84.8626,83.4088,81.955,81.7756,81.5962,81.4168,81.2374,81.058,80.6428,80.2276,79.8124,79.3972,78.982,75.911,72.84,69.769,66.698,63.627
New Caledonia,NCL,青春期生育率（每千名 15-19 岁女性生育数）,27.4558,26.1074,24.759,23.986,23.213,22.44,21.667,20.894,20.2538,19.6136,18.9734,18.3332,17.693,17.1204,16.5478,15.9752,15.4026,14.83
Niger,NER,青春期生育率（每千名 15-19 岁女性生育数）,217.1594,216.3542,215.549,214.3628,213.1766,211.9904,210.8042,209.618,207.843,206.068,204.293,202.518,200.743,197.902,195.061,192.22,189.379,186.538
Nigeria,NGA,青春期生育率（每千名 15-19 岁女性生育数）,132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,115.106,113.162,111.218,109.274,107.33
Nicaragua,NIC,青春期生育率（每千名 15-19 岁女性生育数）,118.6528,115.6874,112.722,110.6432,108.5644,106.4856,104.4068,102.328,100.6512,98.9744,97.2976,95.6208,93.944,92.1532,90.3624,88.5716,86.7808,84.99
Netherlands,NLD,青春期生育率（每千名 15-19 岁女性生育数）,6.7504,6.9432,7.136,6.7676,6.3992,6.0308,5.6624,5.294,5.1248,4.9556,4.7864,4.6172,4.448,4.316,4.184,4.052,3.92,3.788
Norway,NOR,青春期生育率（每千名 15-19 岁女性生育数）,11.1134,10.5452,9.977,9.7642,9.5514,9.3386,9.1258,8.913,8.3382,7.7634,7.1886,6.6138,6.039,5.8594,5.6798,5.5002,5.3206,5.141
Nepal,NPL,青春期生育率（每千名 15-19 岁女性生育数）,112.9564,108.9132,104.87,101.6756,98.4812,95.2868,92.0924,88.898,86.3322,83.7664,81.2006,78.6348,76.069,73.8794,71.6898,69.5002,67.3106,65.121
Nauru,NRU,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
New Zealand,NZL,青春期生育率（每千名 15-19 岁女性生育数）,27.9774,27.3492,26.721,27.397,28.073,28.749,29.425,30.101,28.6666,27.2322,25.7978,24.3634,22.929,22.1972,21.4654,20.7336,20.0018,19.27
Oman,OMN,青春期生育率（每千名 15-19 岁女性生育数）,30.0226,25.5458,21.069,19.5742,18.0794,16.5846,15.0898,13.595,13.8746,14.1542,14.4338,14.7134,14.993,14.6056,14.2182,13.8308,13.4434,13.056
Pakistan,PAK,青春期生育率（每千名 15-19 岁女性生育数）,56.3922,53.7546,51.117,49.6102,48.1034,46.5966,45.0898,43.583,43.1674,42.7518,42.3362,41.9206,41.505,40.9644,40.4238,39.8832,39.3426,38.802
Panama,PAN,青春期生育率（每千名 15-19 岁女性生育数）,91.3934,90.5302,89.667,89.3196,88.9722,88.6248,88.2774,87.93,87.7162,87.5024,87.2886,87.0748,86.861,85.8544,84.8478,83.8412,82.8346,81.828
Peru,PER,青春期生育率（每千名 15-19 岁女性生育数）,72.4538,71.9814,71.509,71.5174,71.5258,71.5342,71.5426,71.551,69.7044,67.8578,66.0112,64.1646,62.318,61.2308,60.1436,59.0564,57.9692,56.882
Philippines,PHL,青春期生育率（每千名 15-19 岁女性生育数）,51.948,52.91,53.872,54.014,54.156,54.298,54.44,54.582,55.1214,55.6608,56.2002,56.7396,57.279,56.654,56.029,55.404,54.779,54.154
Palau,PLW,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,青春期生育率（每千名 15-19 岁女性生育数）,67.6438,66.3234,65.003,64.2228,63.4426,62.6624,61.8822,61.102,60.1964,59.2908,58.3852,57.4796,56.574,55.7902,55.0064,54.2226,53.4388,52.655
Poland,POL,青春期生育率（每千名 15-19 岁女性生育数）,16.9076,16.1988,15.49,15.5802,15.6704,15.7606,15.8508,15.941,15.6194,15.2978,14.9762,14.6546,14.333,13.574,12.815,12.056,11.297,10.538
Puerto Rico,PRI,青春期生育率（每千名 15-19 岁女性生育数）,68.2096,66.8128,65.416,62.4532,59.4904,56.5276,53.5648,50.602,49.6004,48.5988,47.5972,46.5956,45.594,42.2948,38.9956,35.6964,32.3972,29.098
"Korea, Dem. People’s Rep.",PRK,青春期生育率（每千名 15-19 岁女性生育数）,1.0744,1.0172,0.96,0.8928,0.8256,0.7584,0.6912,0.624,0.561,0.498,0.435,0.372,0.309,0.3038,0.2986,0.2934,0.2882,0.283
Portugal,PRT,青春期生育率（每千名 15-19 岁女性生育数）,20.2862,20.2426,20.199,19.4064,18.6138,17.8212,17.0286,16.236,15.2716,14.3072,13.3428,12.3784,11.414,10.8072,10.2004,9.5936,8.9868,8.38
Paraguay,PRY,青春期生育率（每千名 15-19 岁女性生育数）,86.9502,85.8606,84.771,83.4868,82.2026,80.9184,79.6342,78.35,77.2654,76.1808,75.0962,74.0116,72.927,72.4424,71.9578,71.4732,70.9886,70.504
West Bank and Gaza,PSE,青春期生育率（每千名 15-19 岁女性生育数）,81.1304,75.8392,70.548,69.6038,68.6596,67.7154,66.7712,65.827,64.82,63.813,62.806,61.799,60.792,59.1868,57.5816,55.9764,54.3712,52.766
French Polynesia,PYF,青春期生育率（每千名 15-19 岁女性生育数）,47.4068,46.8134,46.22,45.2724,44.3248,43.3772,42.4296,41.482,41.4174,41.3528,41.2882,41.2236,41.159,40.6648,40.1706,39.6764,39.1822,38.688
Qatar,QAT,青春期生育率（每千名 15-19 岁女性生育数）,20.4854,19.7272,18.969,18.224,17.479,16.734,15.989,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9988,10.7296,10.4604,10.1912,9.922
Romania,ROU,青春期生育率（每千名 15-19 岁女性生育数）,37.409,36.439,35.469,36.7016,37.9342,39.1668,40.3994,41.632,40.6178,39.6036,38.5894,37.5752,36.561,36.491,36.421,36.351,36.281,36.211
Russia,RUS,青春期生育率（每千名 15-19 岁女性生育数）,30.5882,29.1006,27.613,28.019,28.425,28.831,29.237,29.643,28.9984,28.3538,27.7092,27.0646,26.42,25.2758,24.1316,22.9874,21.8432,20.699
Rwanda,RWA,青春期生育率（每千名 15-19 岁女性生育数）,48.9988,47.7894,46.58,45.348,44.116,42.884,41.652,40.42,40.445,40.47,40.495,40.52,40.545,40.2588,39.9726,39.6864,39.4002,39.114
South Asia,SAS,青春期生育率（每千名 15-19 岁女性生育数）,71.90156801,68.70279403,65.51451972,62.7143862,59.91610814,57.11657605,54.28492658,51.455525,48.71680774,46.00152029,43.31045306,40.65958392,38.00789492,35.57150164,33.11449949,30.63498048,28.1174953,25.58497242
Saudi Arabia,SAU,青春期生育率（每千名 15-19 岁女性生育数）,27.3198,24.2884,21.257,19.4694,17.6818,15.8942,14.1066,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.7928,9.1756,8.5584,7.9412,7.324
Sudan,SDN,青春期生育率（每千名 15-19 岁女性生育数）,116.3534,118.1832,120.013,118.0844,116.1558,114.2272,112.2986,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.805,73.602,70.399,67.196,63.993
Senegal,SEN,青春期生育率（每千名 15-19 岁女性生育数）,104.0724,102.1842,100.296,98.9416,97.5872,96.2328,94.8784,93.524,91.5394,89.5548,87.5702,85.5856,83.601,81.4258,79.2506,77.0754,74.9002,72.725
Singapore,SGP,青春期生育率（每千名 15-19 岁女性生育数）,7.501,7.521,7.541,7.225,6.909,6.593,6.277,5.961,5.5506,5.1402,4.7298,4.3194,3.909,3.8332,3.7574,3.6816,3.6058,3.53
Solomon Islands,SLB,青春期生育率（每千名 15-19 岁女性生育数）,70.517,70.315,70.113,68.6146,67.1162,65.6178,64.1194,62.621,65.6974,68.7738,71.8502,74.9266,78.003,78.003,78.003,78.003,78.003,78.003
Sierra Leone,SLE,青春期生育率（每千名 15-19 岁女性生育数）,160.9152,159.1806,157.446,155.1738,152.9016,150.6294,148.3572,146.085,142.1864,138.2878,134.3892,130.4906,126.592,123.8392,121.0864,118.3336,115.5808,112.828
El Salvador,SLV,青春期生育率（每千名 15-19 岁女性生育数）,91.262,89.962,88.662,87.4288,86.1956,84.9624,83.7292,82.496,80.6998,78.9036,77.1074,75.3112,73.515,72.7038,71.8926,71.0814,70.2702,69.459
San Marino,SMR,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Somalia,SOM,青春期生育率（每千名 15-19 岁女性生育数）,127.0688,127.2234,127.378,127.326,127.274,127.222,127.17,127.118,123.7696,120.4212,117.0728,113.7244,110.376,108.3178,106.2596,104.2014,102.1432,100.085
Serbia,SRB,青春期生育率（每千名 15-19 岁女性生育数）,27.104,26.348,25.592,24.934,24.276,23.618,22.96,22.302,21.5944,20.8868,20.1792,19.4716,18.764,17.9524,17.1408,16.3292,15.5176,14.706
South Sudan,SSD,青春期生育率（每千名 15-19 岁女性生育数）,123.8528,121.8664,119.88,115.5712,111.2624,106.9536,102.6448,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.8672,71.6604,68.4536,65.2468,62.04
Sao Tome and Principe,STP,青春期生育率（每千名 15-19 岁女性生育数）,112.9276,111.9328,110.938,109.9428,108.9476,107.9524,106.9572,105.962,104.8588,103.7556,102.6524,101.5492,100.446,99.2788,98.1116,96.9444,95.7772,94.61
Suriname,SUR,青春期生育率（每千名 15-19 岁女性生育数）,84.4904,82.8232,81.156,79.4176,77.6792,75.9408,74.2024,72.464,71.0692,69.6744,68.2796,66.8848,65.49,64.723,63.956,63.189,62.422,61.655
Slovak Republic,SVK,青春期生育率（每千名 15-19 岁女性生育数）,23.2876,21.9838,20.68,20.7664,20.8528,20.9392,21.0256,21.112,21.3824,21.6528,21.9232,22.1936,22.464,23.108,23.752,24.396,25.04,25.684
Slovenia,SVN,青春期生育率（每千名 15-19 岁女性生育数）,7.1828,6.5204,5.858,5.7196,5.5812,5.4428,5.3044,5.166,5.0788,4.9916,4.9044,4.8172,4.73,4.5392,4.3484,4.1576,3.9668,3.776
Sweden,SWE,青春期生育率（每千名 15-19 岁女性生育数）,6.7206,6.5558,6.391,6.3152,6.2394,6.1636,6.0878,6.012,5.8922,5.7724,5.6526,5.5328,5.413,5.3456,5.2782,5.2108,5.1434,5.076
Eswatini,SWZ,青春期生育率（每千名 15-19 岁女性生育数）,108.631,106.651,104.671,102.145,99.619,97.093,94.567,92.041,89.5948,87.1486,84.7024,82.2562,79.81,79.187,78.564,77.941,77.318,76.695
Sint Maarten (Dutch part),SXM,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Seychelles,SYC,青春期生育率（每千名 15-19 岁女性生育数）,57.9036,57.9018,57.9,58.3022,58.7044,59.1066,59.5088,59.911,60.1906,60.4702,60.7498,61.0294,61.309,61.4572,61.6054,61.7536,61.9018,62.05
Syrian Arab Republic,SYR,青春期生育率（每千名 15-19 岁女性生育数）,60.0856,58.5598,57.034,55.9606,54.8872,53.8138,52.7404,51.667,49.9912,48.3154,46.6396,44.9638,43.288,42.3488,41.4096,40.4704,39.5312,38.592
Turks and Caicos Islands,TCA,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Chad,TCD,青春期生育率（每千名 15-19 岁女性生育数）,212.41,211.069,209.728,206.9984,204.2688,201.5392,198.8096,196.08,192.508,188.936,185.364,181.792,178.22,174.794,171.368,167.942,164.516,161.09
Togo,TGO,青春期生育率（每千名 15-19 岁女性生育数）,94.9228,94.2374,93.552,93.3896,93.2272,93.0648,92.9024,92.74,92.5394,92.3388,92.1382,91.9376,91.737,91.2078,90.6786,90.1494,89.6202,89.091
Thailand,THA,青春期生育率（每千名 15-19 岁女性生育数）,43.44,42.674,41.908,42.0144,42.1208,42.2272,42.3336,42.44,44.2646,46.0892,47.9138,49.7384,51.563,50.232,48.901,47.57,46.239,44.908
Tajikistan,TJK,青春期生育率（每千名 15-19 岁女性生育数）,45.6764,44.1422,42.608,43.0068,43.4056,43.8044,44.2032,44.602,45.7672,46.9324,48.0976,49.2628,50.428,51.7576,53.0872,54.4168,55.7464,57.076
Turkmenistan,TKM,青春期生育率（每千名 15-19 岁女性生育数）,24.8256,24.6228,24.42,23.9656,23.5112,23.0568,22.6024,22.148,23.0094,23.8708,24.7322,25.5936,26.455,26.0476,25.6402,25.2328,24.8254,24.418
Timor-Leste,TLS,青春期生育率（每千名 15-19 岁女性生育数）,61.6138,62.3004,62.987,61.0722,59.1574,57.2426,55.3278,53.413,50.5006,47.5882,44.6758,41.7634,38.851,37.8378,36.8246,35.8114,34.7982,33.785
Tonga,TON,青春期生育率（每千名 15-19 岁女性生育数）,21.7608,21.5134,21.266,20.8098,20.3536,19.8974,19.4412,18.985,18.5084,18.0318,17.5552,17.0786,16.602,16.214,15.826,15.438,15.05,14.662
Trinidad and Tobago,TTO,青春期生育率（每千名 15-19 岁女性生育数）,40.7776,39.6038,38.43,38.3616,38.2932,38.2248,38.1564,38.088,37.4314,36.7748,36.1182,35.4616,34.805,33.862,32.919,31.976,31.033,30.09
Tunisia,TUN,青春期生育率（每千名 15-19 岁女性生育数）,7.5222,6.8066,6.091,6.1592,6.2274,6.2956,6.3638,6.432,6.6636,6.8952,7.1268,7.3584,7.59,7.6402,7.6904,7.7406,7.7908,7.841
Turkey,TUR,青春期生育率（每千名 15-19 岁女性生育数）,49.0298,47.1464,45.263,43.9132,42.5634,41.2136,39.8638,38.514,37.0598,35.6056,34.1514,32.6972,31.243,30.3062,29.3694,28.4326,27.4958,26.559
Tuvalu,TUV,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Tanzania,TZA,青春期生育率（每千名 15-19 岁女性生育数）,134.261,134.218,134.175,134.03,133.885,133.74,133.595,133.45,131.392,129.334,127.276,125.218,123.16,122.205,121.25,120.295,119.34,118.385
Uganda,UGA,青春期生育率（每千名 15-19 岁女性生育数）,171.6676,169.3438,167.02,163.7628,160.5056,157.2484,153.9912,150.734,146.9648,143.1956,139.4264,135.6572,131.888,129.2776,126.6672,124.0568,121.4464,118.836
Ukraine,UKR,青春期生育率（每千名 15-19 岁女性生育数）,34.9826,32.1308,29.279,29.5054,29.7318,29.9582,30.1846,30.411,29.9194,29.4278,28.9362,28.4446,27.953,27.1046,26.2562,25.4078,24.5594,23.711
Uruguay,URY,青春期生育率（每千名 15-19 岁女性生育数）,65.7322,65.2146,64.697,63.9782,63.2594,62.5406,61.8218,61.103,61.013,60.923,60.833,60.743,60.653,60.2678,59.8826,59.4974,59.1122,58.727
United States,USA,青春期生育率（每千名 15-19 岁女性生育数）,46.1652,44.4236,42.682,42.0618,41.4416,40.8214,40.2012,39.581,37.2522,34.9234,32.5946,30.2658,27.937,26.3216,24.7062,23.0908,21.4754,19.86
Uzbekistan,UZB,青春期生育率（每千名 15-19 岁女性生育数）,27.8296,23.0858,18.342,18.295,18.248,18.201,18.154,18.107,19.2436,20.3802,21.5168,22.6534,23.79,23.79,23.79,23.79,23.79,23.79
St. Vincent and the Grenadines,VCT,青春期生育率（每千名 15-19 岁女性生育数）,69.2202,66.9126,64.605,63.4696,62.3342,61.1988,60.0634,58.928,58.044,57.16,56.276,55.392,54.508,53.4104,52.3128,51.2152,50.1176,49.02
"Venezuela, RB",VEN,青春期生育率（每千名 15-19 岁女性生育数）,92.8978,92.4974,92.097,91.6574,91.2178,90.7782,90.3386,89.899,89.4832,89.0674,88.6516,88.2358,87.82,87.3234,86.8268,86.3302,85.8336,85.337
British Virgin Islands,VGB,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,青春期生育率（每千名 15-19 岁女性生育数）,55.4724,52.4602,49.448,49.4754,49.5028,49.5302,49.5576,49.585,48.8174,48.0498,47.2822,46.5146,45.747,42.375,39.003,35.631,32.259,28.887
Vietnam,VNM,青春期生育率（每千名 15-19 岁女性生育数）,28.6456,28.2778,27.91,28.4872,29.0644,29.6416,30.2188,30.796,31.849,32.902,33.955,35.008,36.061,35.0346,34.0082,32.9818,31.9554,30.929
Vanuatu,VUT,青春期生育率（每千名 15-19 岁女性生育数）,59.946,59.273,58.6,57.9142,57.2284,56.5426,55.8568,55.171,54.6456,54.1202,53.5948,53.0694,52.544,51.9226,51.3012,50.6798,50.0584,49.437
World,WLD,青春期生育率（每千名 15-19 岁女性生育数）,56.32757328,54.77163833,53.07581644,51.69628582,50.52288942,49.646087,48.96110952,48.55494262,48.35958956,48.15123919,47.80662055,47.32477523,46.70487967,45.91674605,45.08838378,44.25737764,43.36176436,42.455699
Samoa,WSM,青春期生育率（每千名 15-19 岁女性生育数）,40.2346,38.6148,36.995,35.9308,34.8666,33.8024,32.7382,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.378,26.505,25.632,24.759,23.886
Kosovo,XKX,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,青春期生育率（每千名 15-19 岁女性生育数）,95.856,90.703,85.55,83.76,81.97,80.18,78.39,76.6,74.8144,73.0288,71.2432,69.4576,67.672,66.208,64.744,63.28,61.816,60.352
South Africa,ZAF,青春期生育率（每千名 15-19 岁女性生育数）,70.2842,68.0176,65.751,66.0524,66.3538,66.6552,66.9566,67.258,68.2016,69.1452,70.0888,71.0324,71.976,71.1624,70.3488,69.5352,68.7216,67.908
Zambia,ZMB,青春期生育率（每千名 15-19 岁女性生育数）,159.9716,159.8588,159.746,157.5886,155.4312,153.2738,151.1164,148.959,146.5064,144.0538,141.6012,139.1486,136.696,133.3792,130.0624,126.7456,123.4288,120.112
Zimbabwe,ZWE,青春期生育率（每千名 15-19 岁女性生育数）,100.2418,100.2964,100.351,102.499,104.647,106.795,108.943,111.091,110.6414,110.1918,109.7422,109.2926,108.843,104.3014,99.7598,95.2182,90.6766,86.135
